69,24,222,7334896,4611294,5296857,Unsp inj great saphenous at hip and thi lev right leg init,Drama,Street Scene,9/23/2004
70,28,439,7167696,6684097,282071,Inj extensor musc/fasc/tend left thumb at wrs/hnd lv init,Documentary,Mars,12/25/2015
71,98,473,2535616,150857,1625489,Sltr-haris Type I physeal fx phalanx of left toe init,Documentary,Jaguar,12/19/2014
72,42,212,7251749,9402088,5893484,Measles complicated by meningitis,Romance,The Kiss,9/28/2015
73,69,218,9364997,9580795,8421215,Nondisp oblique fx shaft of r ulna 7thC,Horror,Manos: The Hands of Fate,3/23/2001
74,99,301,9937217,2497160,6291549,Other physeal fracture of left metatarsal 7thB,Action,Falling Down,2/12/2008
75,10,497,9327689,2915298,1704139,Nondisp transverse fx shaft of l ulna 7thE,Drama,Brother Sun Sister Moon (Fratello sole sorella luna),5/28/2015
76,49,91,6708451,4677228,1074679,Unspecified perpetrator of maltreatment and neglect,Action,Jack Strong,4/14/2016
77,14,49,3879590,2241422,5732599,Burn of unspecified degree of right palm initial encounter,Horror,Creepshow 3,9/18/2015
78,70,38,8605589,7309676,9369719,Unspecified injury of right renal artery initial encounter,Action,New Police Story (Xin jing cha gu shi),8/8/2018
79,21,142,5855350,3054936,6981545,Corrosion of third degree of unsp toe(s) (nail) init encntr,Drama,Reader The,4/16/2008
80,32,28,33826,455171,7373903,Nondisp spiral fx shaft of rad r arm 7thM,Documentary,Chimpanzee,11/29/2007
81,38,462,5787005,8344501,2328396,Type III occipital condyle fracture left side 7thG,Drama,No Man of Her Own ,1/31/2016
82,5,66,7487652,7602285,6175680,Nondisp fx of neck of first metacarpal bone unsp hand init,Action,Punisher The,6/21/2015
83,2,490,3691704,4243880,5668757,Unsp fx upper end of unsp ulna init for opn fx type 3A/B/C,Drama,Three Steps Above Heaven (Tres metros sobre el cielo),2/14/2005
84,23,363,9394028,4128321,8631851,Pedestrian injured in traf involving military vehicle,Crime,Lights in the Dusk (Laitakaupungin valot),1/11/2013
85,41,392,8587985,3794041,9335827,Papyraceous fetus third trimester fetus 5,Drama,Rough Magic,12/15/2001
86,73,156,7680192,714250,1019803,Unspecified lagophthalmos right upper eyelid,Comedy,Dr. Goldfoot and the Bikini Machine,10/16/2014
87,59,379,3347052,5011638,5987151,Occup of amblnc/fire eng injured in traffic accident subs,Sci-Fi,Robinson Crusoe on Mars,12/9/2016
88,7,416,9086718,3881498,9165152,War op w acc deton onboard marine weapons milt subs,Documentary,Tesla: Master of Lightning,5/29/2012
89,10,202,5846250,5020634,3830241,Oth fracture of left pubis subs for fx w routn heal,Drama,Page of Madness A (Kurutta ippêji),12/9/2010
90,9,38,7637552,5750966,7613931,Malignant neoplasm of prepuce,Drama,Under the North Star (Täällä Pohjantähden alla),3/4/2001
91,41,378,2111403,9465979,8014228,Hit by falling object due to acc to unpowr wtrcrft sequela,Documentary,Enron: The Smartest Guys in the Room,10/6/2018
92,75,205,5347649,872662,8265353,Enthesopathies lower limb excluding foot,Drama,Mindwalk,4/18/2016
93,65,481,7252268,1257057,304989,Toxic effect of venom of hornets self-harm sequela,Children,Richie Rich,8/12/2017
94,68,344,9650854,609780,8944757,Hyphema bilateral,Crime,Murder in Coweta County,5/24/2017
95,10,107,161091,7373994,9297362,Mtrcy rider (driver) injured in oth transport acc sequela,Drama,Arido Movie,9/2/2007
96,43,148,750954,116085,8608832,Subluxation of T7/T8 thoracic vertebra,Comedy,If You Only Knew,4/19/2002
97,33,276,3036846,4310346,5732890,Complete lesion at C1 level of cervical spinal cord sequela,Drama,Black Girl (La noire de...),1/9/2003
98,64,254,9755833,3303530,7671907,Partial traumatic MCP amputation of r little finger sequela,Drama,Canterbury Tale A,12/17/2000
99,93,429,4409085,8407306,4117982,Ulcerative blepharitis right eye unspecified eyelid,Comedy,Antique (Sayangkoldong yangkwajajeom aentikeu),6/3/2001
100,26,495,7023766,3623320,3567293,Malignant neoplasm of right ureter,Drama,Serena,7/4/2006
101,30,126,7911345,1319736,658598,Oth fracture of left acetabulum subs for fx w delay heal,Comedy,King of the Zombies,2/19/2020
102,51,275,8833961,344419,6289317,Nondisp bicondylar fx l tibia 7thN,Documentary,Hotel Terminus: The Life and Times of Klaus Barbie (Hôtel Terminus),5/9/2017
103,31,348,9056858,3792805,3318240,Amyloid pterygium of eye bilateral,Comedy,Family Resemblances (Un air de famille),12/6/2019
104,60,420,7459922,8199457,1322166,Nondisp comminuted fracture of shaft of radius right arm,Animation,Seven Brothers (Seitsemän veljestä),12/6/2009
105,48,82,7107159,3276736,5607537,Follicular lymphoma grade II extrnod and solid organ sites,Drama,Night of the Hunter The,8/23/2005
106,22,348,9887739,6407678,4341755,Maternal care for incarceration of gravid uterus first tri,Documentary,Ping Pong,4/16/2019
107,18,328,9877422,9220755,1190565,Unspecified fracture of other metacarpal bone sequela,Drama,Mary and Martha,11/6/2012
108,84,343,1321882,6963247,2230317,Displaced bicondylar fx r tibia subs for clos fx w malunion,Drama,Sunchaser The,8/27/2003
109,79,297,3872314,4883331,40207,Inj musc/tend anterior grp at low leg level left leg subs,Comedy,Semi-Pro,1/5/2005
110,21,265,4814198,2609818,747117,Underdosing of keratolyt/keratplst/hair trmt drug init,Comedy,The Improv: 50 Years Behind the Brick Wall,10/21/2001
111,34,13,9327179,3620983,259243,Injury of trochlear nerve unspecified side init encntr,Drama,Day in the Country A (Partie de campagne),7/21/2006
112,30,188,8062689,5016406,3313841,Unspecified injury of popliteal artery left leg,Comedy,Full Moon High,11/15/2013
113,18,226,3182558,7891084,5440439,Partial traumatic amputation at level between hip and knee,Comedy,Election,11/12/2011
114,23,151,6333246,1368253,4781113,Fx unsp prt of nk of l femr 7thM,Comedy,It's a Boy Girl Thing,4/7/2001
115,30,122,9084919,5226510,3457513,Displaced apophyseal fx r femur subs for clos fx w malunion,Action,Where Eagles Dare,9/16/2012
116,51,318,5395082,6108317,6197392,Neonatal hematemesis,Sci-Fi,Alien from L.A.,7/24/2020
117,90,290,3186704,147283,5375742,Oth fx upr & low end r fibula 7thE,Children,Million Dollar Duck The (a.k.a. $1000000 Duck),5/22/2012
118,96,243,6330225,7972926,9442188,Malignant neoplasm of right round ligament,Comedy,Beauty and the Boss,5/3/2019
119,44,261,2230762,9184704,285681,Gastrointestinal tularemia,Documentary,Trekkies,11/15/2012
120,40,276,6393824,4375837,7390102,Congenital malformations of larynx,Horror,Caller The,3/30/2010
121,15,469,1802100,1553161,6544724,Adverse effect of intravenous anesthetics sequela,Crime,Basic Instinct,4/8/2010
122,40,363,1464684,7187791,4582524,Disp fx of ant pro of r calcaneus subs for fx w nonunion,Comedy,Pushing Tin,5/6/2006
123,78,380,9136221,5507039,1628820,Open bite of unspecified external genital organs female,Drama,Cockfighter,10/18/2004
124,91,451,868567,2521072,7542768,Traum subdr hem w LOC of 31-59 min sequela,Sci-Fi,Rocketship X-M,11/8/2005
125,22,419,6280569,6715381,9877890,Diffuse TBI w loss of consciousness of 31-59 min subs,Comedy,Producers The,9/14/2002
126,21,237,6871375,8694095,9600453,Rheumatoid arthritis of wrist w involv of organs and systems,Comedy,Cul-de-sac,1/31/2013
127,36,188,7449064,4609837,1178801,Unsp fx upper end left radius init for opn fx type 3A/B/C,Action,Librarian: Return to King Solomon's Mines The,11/13/2000
128,55,45,4978992,4070120,397637,Large plaque parapsoriasis,Fantasy,Purgatory,8/8/2019
129,41,69,8506607,1570349,6612170,Sprain of interphalangeal joint of unsp thumb init encntr,Comedy,Vinci,10/28/2011
130,97,374,9919275,5473055,9349772,Staphylococcal arthritis right shoulder,Drama,Tight Spot,11/27/2016
131,68,281,4196633,5395588,1467892,Subluxation of metatarsophalangeal joint,Animation,The Brave Little Toaster Goes to Mars,9/27/2015
132,89,282,5867960,3992542,8176989,Crushing injury of unspecified hip with thigh subs encntr,Comedy,George Carlin: Life Is Worth Losing,9/11/2016
133,15,255,1346359,7691372,6953395,Oth injury due to oth accident to canoe or kayak init,Action,And Starring Pancho Villa as Himself,5/22/2009
134,2,4,7802840,397448,166670,Unsp fx l forearm subs for opn fx type 3A/B/C w malunion,Mystery,Just Cause,10/25/2002
135,97,129,8190882,2492263,98436,Other infections specific to the perinatal period,Drama,I Saw the Sun (Günesi gördüm),8/8/2014
136,60,325,6429107,7970263,4171927,Oral mucositis (ulcerative),Crime,Dance with a Stranger,5/1/2007
137,46,139,4029216,345910,3635749,Other specified osteochondropathies left hand,Horror,Haunted The,10/4/2010
138,6,129,4338559,3357757,1010256,Nondisp fx of med phalanx of r idx fngr 7thD,Children,Ricky Rapper and the Bicycle Thief (Risto Räppääjä ja polkupyörävaras),4/27/2016
139,25,475,7762613,8943519,204881,Oth fx upr end r ulna 7thN,Drama,Man Who Laughs The,2/23/2002
140,88,312,2096574,8305092,8685000,Driver of bus injured in collision w pedal cycle nontraf,Action,Safe House,3/18/2006
141,30,224,7923978,3767592,1127590,Poisoning by methadone intentional self-harm sequela,Adventure,Back to the Future Part III,8/26/2019
142,64,406,3442796,8381821,7254222,Person outsd hv veh inj in clsn w nonmtr veh in traf subs,Comedy,Boy,7/2/2007
143,53,71,1166189,2544749,907801,Adverse effect of pyrazolone derivatives initial encounter,Animation,Dead Space: Aftermath,5/9/2003
144,25,442,2822678,8169519,2959442,Nondisp fx of lunate unsp wrist subs for fx w malunion,Comedy,Happy Times (Xingfu shiguang),5/2/2004
145,1,403,6560033,6504042,4271782,4-part fx surg neck of unsp humer subs for fx w delay heal,Comedy,Grease,9/2/2002
146,3,170,5558775,1989136,5363331,Other hypertrophic osteoarthropathy left lower leg,Action,Nowhere to Run,7/9/2020
147,19,45,4102767,7572439,2517078,Strain of unspecified Achilles tendon,Documentary,Moving Midway,5/16/2005
148,64,23,6891834,5022973,236269,Manic episode without psychotic symptoms mild,Action,Triangle (Tie saam gok),1/13/2014
149,49,363,9743650,6661107,1212955,Dental caries on smooth surface penetrating into pulp,Comedy,Gods Must Be Crazy III The (a.k.a. Crazy Safari) (Fei zhou he shang),10/26/2016
150,72,72,3446678,4792975,6155464,Shock not elsewhere classified,Drama,Taxi for Tobruk,10/14/2013
151,79,383,1249930,3566718,3948718,Anterior disloc of proximal end of tibia left knee sequela,Fantasy,Beauty and the Beast (Beauty and the Beasts: A Dark Tale),7/25/2011
152,10,115,6963802,2211558,4123801,Unsp injury of unsp blood vess at lower leg level right leg,Children,Lotta på Bråkmakargatan,11/17/2011
153,89,454,8150735,99980,3065187,Malignant neoplasm of overlapping sites of small intestine,Horror,Twilight People The,1/1/2010
154,25,42,647980,2844001,2191453,Burn of unsp deg mult sites of shldr/up lmb except wrs/hnd,Comedy,Offside,11/6/2019
155,23,397,3487947,1597177,951229,Unsp fracture of second metacarpal bone left hand sequela,Documentary,Memphis Belle: A Story of a Flying Fortress The,6/2/2009
156,40,39,9518304,5876168,5540336,Poisoning by oth antihypertn drugs accidental sequela,Action,Shanghai Knights,10/9/2008
157,13,33,5995911,5827214,7016648,Corrosion of first degree of unspecified ear init encntr,Crime,Slumdog Millionaire,8/2/2002
158,16,249,2385929,9667152,6786867,Injury of acoustic nerve left side subsequent encounter,Drama,Cruel Intentions,10/25/2005
159,49,314,3799675,9638825,3622688,Disp fx of body of hamate bone r wrs 7thP,Mystery,Five Angles on Murder,11/24/2001
160,32,54,8049559,3164593,460898,Ant disp fx of sternal end r clavicle 7thP,Crime,U Turn,12/6/2002
161,10,168,7630063,4439591,1851509,Pressure ulcer of left heel stage 2,Comedy,Gentlemen Don't Eat Poets (Grotesque The),1/11/2018
162,45,354,2397510,2470269,7918383,Traum subrac hem w/o loss of consciousness init,Horror,Vacancy 2: The First Cut,7/16/2013
163,84,7,4235137,8073769,3633579,Athscl nonautologous biological CABG w oth angina pectoris,Drama,Under the Lighthouse Dancing,11/18/2000
164,20,94,4805526,8979357,9446817,Puncture wound w/o foreign body right thigh subs encntr,Crime,Hustle,4/8/2018
165,68,118,1940630,5945692,9575798,Fracture of unspecified part of body of left mandible init,Crime,High School Hellcats,5/11/2020
166,39,122,2397789,8217385,3271490,Type 1 diabetes w prolif diabetic rtnop w/o macular edema,Animation,Snow White and the Seven Dwarfs,10/11/2020
167,36,350,2533663,9498200,4977338,Laceration of diaphragm initial encounter,Animation,Blue Umbrella The,4/21/2020
168,27,275,2206378,1011675,7283160,Milt op w dest arcrft due to acc deton onboard munit civ,Crime,King Creole,9/9/2014
169,40,63,5310493,6361152,2661302,Adverse effect of oth fibrinolysis-affecting drugs sequela,Comedy,Booty Call,3/11/2012
170,84,379,9684954,5774489,508754,Ulcerative blepharitis left lower eyelid,Drama,Birdman of Alcatraz,12/16/2003
171,82,493,4430484,5471348,5044969,Unsp injury of ulnar artery at forearm level left arm,Documentary,I Am Ali,1/25/2003
172,50,206,5184308,7342979,8032190,I/I react d/t implanted urn nstim dev sequela,Drama,Daens,12/31/2005
173,73,465,1991963,6546590,2967017,Sltr-haris Type III physeal fx left metatarsal 7thP,Comedy,Empty Nest (El nido vacío),10/5/2010
174,34,153,4435741,5139463,5089602,Mix cndct/snrl hear lossunir ear w rstrcd hear cntra side,Drama,Nicht alle waren Mörder,1/11/2019
175,70,212,8836274,2460601,9119259,Laceration of popliteal vein unspecified leg init encntr,Action,Gen 13 (a.k.a. Gen13: The Animated Movie),7/21/2015
176,11,345,4332965,7293260,3912089,Other non-follicular lymphoma intrathoracic lymph nodes,Children,Addams Family The,1/13/2016
177,71,435,6051086,9751990,6067941,Legal intervnt w injury by handgun bystand injured subs,Comedy,Sky's the Limit The,4/30/2001
178,50,64,3255168,6559250,98922,Other family member perpetrator of maltreatment and neglect,Action,Left Behind,2/11/2014
179,33,378,5721346,9015168,2133050,Unsp fx lower end of r femur subs for clos fx w routn heal,Drama,Not Reconciled (Nicht versöhnt oder Es hilft nur Gewalt wo Gewalt herrscht),3/6/2005
180,43,213,5487436,961919,1241412,Mtrcy passenger injured in collision w hv veh nontraf subs,Drama,Lady in a Cage,11/15/2010
181,78,82,8865231,1156017,4376236,Unspecified superficial keratitis,Comedy,Virtual Sexuality,12/31/2013
182,6,292,8143336,1850968,7040843,Mtrcy driver injured in collision w unsp mv in traf init,Comedy,Due Date,11/1/2018
183,59,461,436195,9885985,3472715,Burns of oth parts of unspecified eye and adnexa sequela,Drama,Scarlet Diva,8/15/2017
184,28,300,6223071,3666487,7024030,Encounter for contraceptive management,Documentary,Are All Men Pedophiles,8/20/2006
185,21,12,7112837,1693273,8395430,Nondisplaced bicondylar fracture of right tibia sequela,Drama,Woman in the Fifth The (Femme du Vème La),10/25/2011
186,54,44,2234560,7930933,9954045,Malignant neoplasm of upper respiratory tract part unsp,Romance,And Now... Ladies and Gentlemen...,1/24/2019
187,95,353,6632169,8261832,5839151,Nondisp fx of proximal phalanx of unsp great toe init,Documentary,Pavement: Slow Century,10/20/2013
188,49,327,4272294,9338031,3235245,Nondisp suprcndl fx w/o intrcndl extn lower end r femr sqla,Drama,Strange Case of Angelica The (O Estranho Caso de Angélica),10/19/2016
189,37,93,3688194,3645557,9291966,Displacement of int fix of bone of right lower leg init,Adventure,Crimson Pirate The,4/1/2013
190,57,147,6896662,7104665,4043669,Glaucoma sec to oth eye disord unsp eye moderate stage,Action,Ski Patrol,7/7/2014
191,28,234,2315244,257081,3465025,Open bite of left lesser toe(s) with damage to nail sequela,Drama,Night Catches Us,7/1/2004
192,2,405,972310,1499992,2796913,Exposure to bed fire due to unsp burning material init,Drama,Suzy,9/11/2008
193,39,352,8563265,7730786,4375899,Open bite of nose,Comedy,Planes Trains & Automobiles,5/10/2014
194,30,468,8816338,7498814,4717826,Oth comp specific to multiple gest second trimester unsp,Comedy,Charter Trip The (a.k.a. Package Tour The) (Sällskapsresan),4/12/2008
195,17,126,2794598,5919814,4806315,Juvenile arthritis unspecified hand,(no genres listed),In Order Not to Be Here,4/14/2001
196,22,188,3970654,2058252,4191690,Subluxation of distal interphaln joint of r rng fngr subs,Drama,Forsyte Saga The,1/27/2018
197,38,33,4136738,4848014,3332139,Inferior subluxation of left humerus subsequent encounter,Adventure,Fire Down Below,9/27/2006
198,84,270,9867688,3821065,3601135,Disp fx of med epicondyl of l humer subs for fx w nonunion,Comedy,On a marché sur Bangkok,10/14/2003
199,96,125,6546743,3387535,8337903,Corros second deg of head face and neck unsp site sqla,Comedy,Nancy Goes to Rio,9/30/2020
200,60,21,6529039,4436983,4444232,Rheumatoid heart disease w rheumatoid arthritis of l elbow,Drama,Frontier of the Dawn (La frontière de l'aube),2/19/2003
201,77,267,3744891,8547825,7193512,Disp fx of distal phalanx of oth finger init for opn fx,Drama,Mujhse Dosti Karoge!,10/17/2003
202,99,357,6069343,2653263,2717804,Prosth/oth implants matrl and neuro devices assoc w incdt,Horror,Mummy The,10/13/2001
203,49,351,6701659,9109090,2029031,Displacmnt of nervous sys device implant or graft sequela,Comedy,Sokkotanssi,11/12/2000
204,99,434,6996683,197881,508944,Strain musc/tend post grp at low leg level left leg subs,Musical,Going Hollywood,8/16/2013
205,61,366,288735,9102039,4700463,Other age-related cataract,Musical,Anything Goes,5/11/2016
206,28,237,5064176,8133968,8326917,Nondisp spiral fx shaft of ulna r arm 7thP,Horror,Maniac,6/17/2008
207,46,80,8490196,9383257,4782501,Subluxation of other carpometacarpal joint of right hand,Action,Pressed,10/30/2005
208,45,221,6115647,3505118,5244896,Unsp injury of right innominate or subclavian vein sequela,Drama,Brothers,11/18/2011
209,28,181,6225944,9570554,344972,Pure hyperglyceridemia,Drama,Cat's Meow The,12/18/2011
210,61,376,5666867,1932459,5838718,Fracture of oth skull and facial bones left side 7thB,Horror,Rawhead Rex,9/10/2012
211,81,26,9574768,4368001,8126986,Anterior subluxation of left radial head initial encounter,Drama,Becket,12/7/2016
212,32,387,9419955,1206561,5491224,Abnormal cytological findings in cerebrospinal fluid,Documentary,Chronos,6/20/2012
213,11,70,119087,7128939,5702221,Hemiplegic migraine intractable,Horror,Caller The,12/30/2002
214,94,235,3306470,4797996,6656554,Bacteriuria,Adventure,Spiderwick Chronicles The,10/1/2010
215,62,370,9220290,530274,7792869,Nondisp fx of med phalanx of r rng fngr 7thD,Action,November Man The,6/15/2018
216,13,113,2190871,2185229,3725379,Blister (nonthermal) of left upper arm sequela,Action,Harley Davidson and the Marlboro Man,12/3/2005
217,60,199,1551015,2865549,3498957,Tarsal tunnel syndrome right lower limb,Crime,Monster,6/24/2020
218,64,231,7134565,8181096,3223815,Disp fx of less trochanter of l femr 7thG,Crime,Nine Dead,5/14/2012
219,60,157,4101341,2704280,332194,Other sprain of shoulder joint,Comedy,Greaser's Palace,10/31/2002
220,71,95,4872304,9006206,2044609,Underdosing of antithyroid drugs sequela,Drama,Indian Summer (a.k.a. The Professor) (La prima notte di quiete),5/6/2018
221,93,383,467461,4472950,4188113,Nondisp artic fx head of l femr subs for clos fx w malunion,Drama,Shadows of a Hot Summer (Stíny horkého léta),12/23/2019
222,50,57,9363743,4290896,5002301,Unintended awareness under general anesth during procedure,Drama,Cold Weather,9/4/2012
223,54,235,7684274,8403166,4955270,Coma scale best motor response obeys commands 24+hrs,Action,Mission: Impossible - Ghost Protocol,9/8/2013
224,21,98,4603373,7090890,8765885,Nontraumatic ischemic infarction of muscle unsp shoulder,Drama,Green Tea (Lü cha),10/2/2006
225,10,354,9725850,7226674,2460575,Chronic or unsp peptic ulcer site unsp with perforation,Adventure,Wind and the Lion The,12/12/2010
226,65,405,7060536,4273859,9398397,Disp fx of greater tuberosity of unsp humerus init,Animation,Cloudland,9/4/2007
227,94,308,9108903,4276647,4020040,Open bite of unspecified breast initial encounter,Horror,Alligator People The,10/2/2018
